id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,label_name
2026,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Casual,ADIDAS Mens Full Deep Green T-shirt,Topwear
12710,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Nike Men Mercurial Victory Silver Sports Shoes,Shoes
40025,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,ADIDAS Men Black Track Pants,Bottomwear
3958,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Jealous 21 Women Green Trendy Top,Topwear
33437,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Confident Gipsy Blue Handbag,Accessories
34880,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Envirosax Women Blue Bag,Accessories
22065,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Vishudh Women Printed Pink Kurta,Topwear
7537,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,Nike Men's Classic Fresh Grey Track Pant,Bottomwear
44809,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Spykar Women Black Top,Topwear
24118,Men,Footwear,Flip Flops,Flip Flops,Turquoise Blue,Fall,2011.0,Casual,Playboy Men Turquoise Blue Casual Flip Flops,Shoes
11048,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,Topwear
37912,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Mineral Women Floral Orange Dress,Dress
10312,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Spark Black White Silver Watches,Accessories
13261,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Palm Tree Kids Girl Washed Blue Jeans,Bottomwear
38575,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Breakline Black Track Pants,Bottomwear
3511,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,ADIDAS Men's Dark Navy White Tracksuit,Bottomwear
14116,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Jeans,Bottomwear
59964,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Women Black Dress,Dress
14808,Women,Accessories,Bags,Handbags,Maroon,Summer,2011.0,Casual,United Colors of Benetton Women Solid Maroon Handbags,Accessories
6522,Men,Apparel,Bottomwear,Shorts,White,Summer,2011.0,Sports,Nike Men's Fit White Short,Bottomwear
41495,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Locomotive Men Purple T-shirt,Topwear
57261,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag,Accessories
8194,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Lambert Navy Blue Shirts,Topwear
21997,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Casual Pink Handbag,Accessories
58171,Women,Accessories,Bags,Handbags,Grey,Fall,2012.0,Casual,Rocky S Women Grey Handbag,Accessories
10365,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,United Colors of Benetton Women Short Black Dresses,Dress
32294,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Q&Q Men White Dial Watch,Accessories
42848,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,French Connection Women Brown Wallet,Accessories
34592,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Dress
37634,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt,Topwear
21700,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch ES2981,Accessories
53123,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Women Black T-shirt,Topwear
27214,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Doodle Kids Boy  Brown Shorts,Bottomwear
3579,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women White Turquoise Shoe,Shoes
52124,Girls,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Doodle Girls Orange Printed Dress,Dress
34091,Girls,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Doodle Girls Printed Grey Top,Topwear
20760,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Casual Black Wedges,Shoes
18168,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,Dress
11294,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Wrangler Men Blue Floyd Jeans,Bottomwear
5294,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Puma Women's Ess Striped Blue T-shirt,Topwear
39217,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Femella Women Floral Red Dress,Dress
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,John Players Men Beige Shorts,Bottomwear
2670,Women,Accessories,Bags,Handbags,Yellow,Winter,2015.0,Casual,Murcia Women Yellow Leatherette Hand Bag,Accessories
12726,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Timberland Men Solid Green  Plo T-Shirts,Topwear
23189,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Green Check Shirt,Topwear
38767,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Shorts,Bottomwear
54741,Unisex,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Unisex Grey Shoes,Shoes
35427,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women Neptune White Sports Shoes,Shoes
26934,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,Dress
8846,Men,Apparel,Bottomwear,Trousers,Cream,Summer,2011.0,Casual,Scullers Men Scul Cream Trousers,Bottomwear
14792,Women,Accessories,Bags,Handbags,Beige,Summer,2011.0,Casual,United Colors of Benetton Women Solid Beige Handbags,Accessories
54076,Unisex,Footwear,Shoes,Casual Shoes,Brown,Summer,2010.0,Casual,ADIDAS Unisex Brown Casual Shoes,Shoes
41784,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Remanika Women Purple Dress,Dress
29751,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4532,Accessories
47361,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Voodoo Gang Handbag,Accessories
18167,Girls,Apparel,Dress,Dresses,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,Dress
36094,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,OTLS Men Laurel Black Wallet,Accessories
54972,Women,Apparel,Dress,Dresses,Green,Fall,2012.0,Casual,Femella Women Green & Black Dress,Dress
47155,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Peter England Men Brown Wallet,Accessories
18420,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Skechers Women Shape-Ups White Shoe,Shoes
57819,Women,Apparel,Dress,Dresses,Green,Fall,2012.0,Casual,United Colors of Benetton Women Green Dress,Dress
7968,Unisex,Footwear,Sandal,Sandals,Green,Fall,2011.0,Casual,Fila Unisex Inferno Olive Green Floater,Shoes
32416,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Jersey,Topwear
15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,2011.0,Sports,Nike Women Solid Pink Shorts,Bottomwear
20330,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Mr.Men Little Miss Men Printed Fushia Pink Tshirt,Topwear
24358,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Folklore Women Pink  Kurta,Topwear
48484,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress,Dress
45405,Women,Footwear,Shoes,Flats,Bronze,Winter,2012.0,Casual,Rocia Women Bronze Sandals,Shoes
27521,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Heels,Shoes
37075,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Lino Perros Women Blue Handbag,Accessories
24391,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Folklore Women Orange Printed Kurta,Topwear
12337,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Navy Blue Polo T-Shirts,Topwear
37198,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,United Colors of Benetton Women Check Red Dress,Dress
35341,Women,Footwear,Shoes,Heels,Brown,Summer,2012.0,Casual,Senorita Women Brown Heels,Shoes
3658,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Tribute Black Shoe,Shoes
28819,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Denizen Men Check Green Shirt,Topwear
7306,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,UCB Women's Sleeveless Off White Dress,Dress
15406,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Boston White Sports Shoes,Shoes
29235,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Crazy Slide Flats,Shoes
42216,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Sepia Women Black Dress,Dress
47624,Women,Footwear,Shoes,Heels,Maroon,Fall,2014.0,Casual,Portia Women Maroon Flats,Shoes
58449,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4658,Accessories
12796,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Women Grafitti Black T-shirt,Topwear
28794,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,Bottomwear
31245,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White Polo T-shirt,Topwear
23321,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta,Topwear
5067,Men,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Being Human Men Black Dial Orange Strap Watch,Accessories
43331,Women,Apparel,Topwear,Dresses,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink Sheath Dress,Dress
26710,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Jamaica Fun White T-shirt,Topwear
22787,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,Bottomwear
31258,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Semi Graphic Navy Blue T-shirt,Topwear
15331,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Sports,Nike Men Solid White Shorts,Bottomwear
57046,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Women Black Sheath Dress,Dress
37236,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Leather Brown Wallet,Accessories
17448,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,CASIO ENTICER Men Steel-Toned Analogue Watch BS121,Accessories
38288,Girls,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Kids Ville Girls Green Printed Top,Topwear
22784,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deniyo Men Washed Blue Jeans,Bottomwear
25574,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,FILA Men Trempet Black & White Sports Shoes,Shoes
7021,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Combo Pack of 2 Dark Blue Army Green T-shirt,Topwear
16112,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Numero Uno Men Casual Black Slipper,Shoes
38842,Women,Apparel,Dress,Dresses,Purple,Fall,2012.0,Casual,Latin Quarters Women Purple Dress,Dress
9002,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men 917Lo Riddim 50s oc Black Casual Shoes,Shoes
38945,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,Topwear
37070,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,Accessories
56888,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats,Shoes
47221,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Franco Leone Men Black Sandals,Shoes
41798,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Remanika Women Printed Pink Dress,Dress
22803,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Locomotive Men Green Printed T-shirt,Topwear
21006,Women,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Women Leatherette Black Belt,Accessories
37520,Boys,Apparel,Bottomwear,Shorts,Yellow,Summer,2012.0,Casual,Madagascar3 Infant Boys Lemon Yellow Shorts,Bottomwear
32574,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Only Women Katie Black Top,Topwear
28852,Men,Apparel,Topwear,Tshirts,Brown,Summer,2013.0,Casual,Proline Brown Polo T-shirt,Topwear
7795,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Polo T-shirt,Topwear
57045,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Women Black Dress,Dress
48482,Women,Apparel,Dress,Dresses,Red,Winter,2011.0,Casual,French Connection Women Red Dress,Dress
10168,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Punk Black Casual Shoes,Shoes
27074,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Casual Flats,Shoes
36315,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Mr.Men Boys Just Looking Red T-shirt,Topwear
1884,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Winter,2010.0,Casual,FIFA Mens 1905 Heritage Collection Track Pants,Bottomwear
2940,Women,Apparel,Topwear,Tops,Maroon,Fall,2010.0,Casual,DUSG Women Peacock Ladies Organic Cotton Top,Topwear
51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt,Topwear
44435,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Gliders Men Black Shoes,Shoes
10689,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy Casual White Tshirts,Topwear
54544,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,F Sports Men Black Pace Sports Shoes,Shoes
45162,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio ENTICER Men Black Dial Watch A516 MTP-1305D-1AVDF,Accessories
44799,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Spykar Women Black Top,Topwear
18987,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Originals Men St Grp Blue T-Shirt,Topwear
56795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2010.0,Casual,Horsefly Men Blue Jeans,Bottomwear
